,caudalmiddlefrontal-rh,inferiorparietal-rh,parsopercularis-lh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorfrontal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-rh,0.3,0.09,0.14,0.14,0.12,0.09,0.11,0.01
inferiorparietal-rh,0.12987012987012986,0.12987012987012986,0.15584415584415584,0.12987012987012986,0.15584415584415584,0.12987012987012986,0.15584415584415584,0.012987012987012988
parsopercularis-lh,0.10833333333333334,0.08333333333333333,0.21666666666666667,0.11666666666666667,0.15833333333333333,0.15833333333333333,0.15,0.008333333333333333
rostralmiddlefrontal-lh,0.1566265060240964,0.10843373493975904,0.18072289156626506,0.1686746987951807,0.14457831325301204,0.0963855421686747,0.13253012048192772,0.012048192771084338
rostralmiddlefrontal-rh,0.11711711711711711,0.09009009009009009,0.1891891891891892,0.11711711711711711,0.17117117117117117,0.14414414414414414,0.16216216216216217,0.009009009009009009
superiorfrontal-rh,0.0891089108910891,0.09900990099009901,0.18811881188118812,0.0891089108910891,0.15841584158415842,0.2079207920792079,0.15841584158415842,0.009900990099009901
superiortemporal-lh,0.1111111111111111,0.09259259259259259,0.18518518518518517,0.1111111111111111,0.17592592592592593,0.14814814814814814,0.16666666666666666,0.009259259259259259
superiortemporal-rh,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.06666666666666667
