,bankssts-rh,inferiorparietal-rh,inferiortemporal-lh,isthmuscingulate-rh,lateralorbitofrontal-lh,paracentral-rh,pericalcarine-lh,pericalcarine-rh
bankssts-rh,0.7321428571428571,0.0,0.0,0.0,0.0,0.0,0.26785714285714285,0.0
inferiorparietal-rh,0.0,0.7692307692307693,0.0,0.0,0.0,0.23076923076923078,0.0,0.0
inferiortemporal-lh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
isthmuscingulate-rh,0.0,0.0,0.0,0.564935064935065,0.11038961038961038,0.0,0.006493506493506494,0.3181818181818182
lateralorbitofrontal-lh,0.0,0.0,0.0,0.16831683168316833,0.8316831683168316,0.0,0.0,0.0
paracentral-rh,0.0,0.20408163265306123,0.0,0.0,0.0,0.7959183673469388,0.0,0.0
pericalcarine-lh,0.14606741573033707,0.0,0.0,0.033707865168539325,0.0,0.0,0.8202247191011236,0.0
pericalcarine-rh,0.0,0.0,0.0,0.4537037037037037,0.0,0.0,0.0,0.5462962962962963
