,frontalpole-lh,frontalpole-rh,fusiform-rh,insula-lh,parahippocampal-rh,parsorbitalis-rh,rostralanteriorcingulate-lh,temporalpole-lh
frontalpole-lh,0.5630252100840336,0.08403361344537816,0.0,0.18487394957983194,0.0,0.0,0.16806722689075632,0.0
frontalpole-rh,0.15217391304347827,0.7608695652173914,0.0,0.08695652173913043,0.0,0.0,0.0,0.0
fusiform-rh,0.0,0.0,0.6097560975609756,0.0,0.3902439024390244,0.0,0.0,0.0
insula-lh,0.30985915492957744,0.08450704225352113,0.0,0.5915492957746479,0.0,0.0,0.014084507042253521,0.0
parahippocampal-rh,0.0,0.0,0.2222222222222222,0.0,0.5873015873015873,0.0,0.0,0.19047619047619047
parsorbitalis-rh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
rostralanteriorcingulate-lh,0.2714285714285714,0.0,0.0,0.0,0.0,0.0,0.7285714285714285,0.0
temporalpole-lh,0.0,0.0,0.0,0.0,0.1935483870967742,0.0,0.0,0.8064516129032258
