,caudalmiddlefrontal-rh,parsopercularis-lh,parstriangularis-rh,rostralmiddlefrontal-rh,superiorfrontal-lh,superiorfrontal-rh,superiorparietal-lh,superiortemporal-rh
caudalmiddlefrontal-rh,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5
parsopercularis-lh,0.0,0.782608695652174,0.0,0.0,0.0,0.21739130434782608,0.0,0.0
parstriangularis-rh,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0
rostralmiddlefrontal-rh,0.0,0.0,0.23636363636363636,0.5454545454545454,0.21818181818181817,0.0,0.0,0.0
superiorfrontal-lh,0.0,0.0,0.05128205128205128,0.3076923076923077,0.6153846153846154,0.0,0.0,0.02564102564102564
superiorfrontal-rh,0.0,0.20833333333333334,0.0,0.0,0.0,0.7916666666666666,0.0,0.0
superiorparietal-lh,0.0,0.0,0.0,0.0,0.5,0.0,0.16666666666666666,0.3333333333333333
superiortemporal-rh,0.25,0.0,0.0,0.0,0.25,0.0,0.0625,0.4375
