,CP1,P7,O1,F8,CP3,PO4,TP8,F6
CP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P7,0.0,0.6470588235294118,0.11764705882352941,0.0,0.0,0.23529411764705882,0.0,0.0
O1,0.0,0.375,0.25,0.0,0.0,0.375,0.0,0.0
F8,0.0,0.0,0.0,0.4,0.0,0.0,0.13333333333333333,0.4666666666666667
CP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO4,0.0,0.45454545454545453,0.18181818181818182,0.0,0.0,0.36363636363636365,0.0,0.0
TP8,0.0,0.0,0.0,0.21052631578947367,0.0,0.0,0.3684210526315789,0.42105263157894735
F6,0.0,0.0,0.0,0.15555555555555556,0.0,0.0,0.15555555555555556,0.6888888888888889
