,Fp1,P7,Cz,T8,Fp2,TP7,PO8,AF4
Fp1,0.20588235294117646,0.0,0.2647058823529412,0.2647058823529412,0.2647058823529412,0.0,0.0,0.0
P7,0.0,0.22857142857142856,0.0,0.0,0.0,0.2571428571428571,0.2571428571428571,0.2571428571428571
Cz,0.16666666666666666,0.0,0.2708333333333333,0.2708333333333333,0.2916666666666667,0.0,0.0,0.0
T8,0.17777777777777778,0.0,0.26666666666666666,0.26666666666666666,0.28888888888888886,0.0,0.0,0.0
Fp2,0.14545454545454545,0.0,0.2545454545454545,0.23636363636363636,0.36363636363636365,0.0,0.0,0.0
TP7,0.0,0.12698412698412698,0.0,0.0,0.0,0.2857142857142857,0.30158730158730157,0.2857142857142857
PO8,0.0,0.125,0.0,0.0,0.0,0.2777777777777778,0.3194444444444444,0.2777777777777778
AF4,0.0,0.12698412698412698,0.0,0.0,0.0,0.2857142857142857,0.30158730158730157,0.2857142857142857
