,caudalmiddlefrontal-rh,parsopercularis-lh,postcentral-rh,precentral-lh,rostralmiddlefrontal-lh,superiorfrontal-lh,superiorparietal-rh,superiortemporal-lh
caudalmiddlefrontal-rh,0.4835164835164835,0.0,0.17582417582417584,0.0,0.0,0.17582417582417584,0.16483516483516483,0.0
parsopercularis-lh,0.0,0.2967741935483871,0.0,0.1935483870967742,0.2129032258064516,0.0,0.04516129032258064,0.25161290322580643
postcentral-rh,0.17307692307692307,0.0,0.3173076923076923,0.10576923076923077,0.0,0.15384615384615385,0.25,0.0
precentral-lh,0.0,0.18666666666666668,0.08,0.3,0.10666666666666667,0.02,0.12666666666666668,0.18
rostralmiddlefrontal-lh,0.0,0.24087591240875914,0.0072992700729927005,0.13138686131386862,0.35036496350364965,0.0,0.058394160583941604,0.2116788321167883
superiorfrontal-lh,0.2361111111111111,0.0,0.2222222222222222,0.041666666666666664,0.0,0.25,0.25,0.0
superiorparietal-rh,0.11188811188811189,0.03496503496503497,0.2097902097902098,0.13286713286713286,0.04195804195804196,0.13286713286713286,0.3076923076923077,0.027972027972027972
superiortemporal-lh,0.0,0.2805755395683453,0.0,0.20863309352517986,0.19424460431654678,0.0,0.04316546762589928,0.2733812949640288
