,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,inferiorparietal-rh,parsopercularis-lh,precentral-lh,rostralmiddlefrontal-lh,superiorparietal-rh,superiortemporal-lh
caudalmiddlefrontal-lh,0.6785714285714286,0.08928571428571429,0.08928571428571429,0.0,0.05357142857142857,0.0,0.08928571428571429,0.0
caudalmiddlefrontal-rh,0.07575757575757576,0.5151515151515151,0.15151515151515152,0.0,0.06060606060606061,0.0,0.19696969696969696,0.0
inferiorparietal-rh,0.13157894736842105,0.2631578947368421,0.23684210526315788,0.0,0.10526315789473684,0.0,0.2631578947368421,0.0
parsopercularis-lh,0.0,0.0,0.0,0.2647058823529412,0.21176470588235294,0.2647058823529412,0.0,0.25882352941176473
precentral-lh,0.025157232704402517,0.025157232704402517,0.025157232704402517,0.22012578616352202,0.2389937106918239,0.22012578616352202,0.025157232704402517,0.22012578616352202
rostralmiddlefrontal-lh,0.0,0.0,0.0,0.2647058823529412,0.21176470588235294,0.2647058823529412,0.0,0.25882352941176473
superiorparietal-rh,0.1111111111111111,0.28888888888888886,0.17777777777777778,0.0,0.08888888888888889,0.0,0.3333333333333333,0.0
superiortemporal-lh,0.0,0.0,0.0,0.2606060606060606,0.21818181818181817,0.2606060606060606,0.0,0.2606060606060606
