,caudalmiddlefrontal-rh,inferiorparietal-rh,parsopercularis-lh,precentral-lh,rostralmiddlefrontal-lh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh
caudalmiddlefrontal-rh,0.375,0.1875,0.0,0.0,0.0,0.22916666666666666,0.20833333333333334,0.0
inferiorparietal-rh,0.15254237288135594,0.2796610169491525,0.0,0.0,0.0,0.288135593220339,0.2796610169491525,0.0
parsopercularis-lh,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.25
precentral-lh,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.25
rostralmiddlefrontal-lh,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.25
superiorparietal-lh,0.15492957746478872,0.24647887323943662,0.0,0.0,0.0,0.31690140845070425,0.28169014084507044,0.0
superiorparietal-rh,0.15079365079365079,0.25396825396825395,0.0,0.0,0.0,0.29365079365079366,0.30158730158730157,0.0
superiortemporal-lh,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.25
