,bankssts-rh,caudalmiddlefrontal-rh,entorhinal-lh,inferiortemporal-rh,insula-lh,middletemporal-lh,parahippocampal-rh,parsopercularis-lh
bankssts-rh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
caudalmiddlefrontal-rh,0.0,0.47368421052631576,0.0,0.0,0.0,0.21052631578947367,0.08771929824561403,0.22807017543859648
entorhinal-lh,0.0,0.0,0.5384615384615384,0.0,0.46153846153846156,0.0,0.0,0.0
inferiortemporal-rh,0.0,0.0,0.0,0.9615384615384616,0.0,0.038461538461538464,0.0,0.0
insula-lh,0.0,0.0,0.4727272727272727,0.0,0.5272727272727272,0.0,0.0,0.0
middletemporal-lh,0.0,0.1724137931034483,0.0,0.05172413793103448,0.0,0.39655172413793105,0.05172413793103448,0.3275862068965517
parahippocampal-rh,0.0,0.17073170731707318,0.0,0.0,0.0,0.12195121951219512,0.4634146341463415,0.24390243902439024
parsopercularis-lh,0.0,0.19696969696969696,0.0,0.0,0.0,0.3181818181818182,0.12121212121212122,0.36363636363636365
