,F7,FC5,TP10,Cz,FT7,C5,FT8,AF8
F7,0.47619047619047616,0.0,0.0,0.0,0.0,0.0,0.5238095238095238,0.0
FC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.95,0.0,0.05,0.0,0.0,0.0
Cz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT7,0.0,0.0,0.5714285714285714,0.0,0.42857142857142855,0.0,0.0,0.0
C5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT8,0.07246376811594203,0.0,0.0,0.0,0.0,0.0,0.927536231884058,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
