,F7,FC5,TP10,Cz,FT7,C5,FT8,AF8
F7,0.4766355140186916,0.0,0.4532710280373832,0.0,0.0,0.0,0.07009345794392523,0.0
FC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.3983402489626556,0.0,0.5352697095435685,0.0,0.0,0.0,0.06639004149377593,0.0
Cz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT7,0.0,0.0,0.0,0.0,0.33181818181818185,0.33636363636363636,0.0,0.33181818181818185
C5,0.0,0.0,0.0,0.0,0.22289156626506024,0.4036144578313253,0.0,0.37349397590361444
FT8,0.30434782608695654,0.0,0.32608695652173914,0.0,0.0,0.0,0.3695652173913043,0.0
AF8,0.0,0.0,0.0,0.0,0.185378590078329,0.3133159268929504,0.0,0.5013054830287206
