,F7,FT9,TP9,TP10,F8,AF3,FT7,AF8
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.0,0.4936708860759494,0.5063291139240507,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.47058823529411764,0.5294117647058824,0.0,0.0,0.0
AF3,0.0,0.0,0.0,0.0,0.0,0.46153846153846156,0.0,0.5384615384615384
FT7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.6
