,fusiform-lh,insula-lh,isthmuscingulate-rh,lingual-lh,parahippocampal-lh,parahippocampal-rh,pericalcarine-lh,pericalcarine-rh
fusiform-lh,0.75,0.0,0.0,0.0,0.25,0.0,0.0,0.0
insula-lh,0.0,0.24347826086956523,0.14782608695652175,0.0,0.02608695652173913,0.14782608695652175,0.22608695652173913,0.20869565217391303
isthmuscingulate-rh,0.0,0.19791666666666666,0.21875,0.0,0.07291666666666667,0.1875,0.1875,0.13541666666666666
lingual-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
parahippocampal-lh,0.0,0.1724137931034483,0.27586206896551724,0.0,0.2413793103448276,0.1724137931034483,0.13793103448275862,0.0
parahippocampal-rh,0.0,0.20930232558139536,0.19767441860465115,0.0,0.03488372093023256,0.19767441860465115,0.20930232558139536,0.1511627906976744
pericalcarine-lh,0.0,0.24299065420560748,0.14953271028037382,0.0,0.018691588785046728,0.14953271028037382,0.2336448598130841,0.205607476635514
pericalcarine-rh,0.0,0.24175824175824176,0.12087912087912088,0.0,0.0,0.12087912087912088,0.21978021978021978,0.2967032967032967
