,frontalpole-lh,frontalpole-rh,medialorbitofrontal-rh,parsorbitalis-lh,posteriorcingulate-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-rh
frontalpole-lh,0.12658227848101267,0.13164556962025317,0.13164556962025317,0.13164556962025317,0.08354430379746836,0.13164556962025317,0.13164556962025317,0.13164556962025317
frontalpole-rh,0.07365439093484419,0.141643059490085,0.14447592067988668,0.141643059490085,0.06515580736543909,0.14447592067988668,0.14447592067988668,0.14447592067988668
medialorbitofrontal-rh,0.05963302752293578,0.1158256880733945,0.15940366972477063,0.15825688073394495,0.05619266055045872,0.13990825688073394,0.1628440366972477,0.14793577981651376
parsorbitalis-lh,0.04110671936758893,0.0774703557312253,0.1075098814229249,0.22608695652173913,0.03873517786561265,0.14308300395256918,0.1841897233201581,0.18181818181818182
posteriorcingulate-lh,0.0891891891891892,0.11891891891891893,0.13243243243243244,0.13243243243243244,0.12972972972972974,0.13243243243243244,0.13243243243243244,0.13243243243243244
rostralanteriorcingulate-lh,0.04810360777058279,0.09435707678075855,0.11285846438482887,0.1711378353376503,0.045328399629972246,0.17761332099907493,0.1711378353376503,0.17946345975948197
rostralanteriorcingulate-rh,0.04156674660271783,0.0815347721822542,0.1135091926458833,0.19104716227018384,0.03916866506794564,0.1510791366906475,0.20623501199040767,0.17585931254996004
temporalpole-rh,0.04304635761589404,0.08443708609271523,0.10513245033112582,0.19039735099337748,0.04056291390728477,0.15811258278145696,0.17549668874172186,0.20281456953642385
