,entorhinal-lh,frontalpole-rh,parsorbitalis-lh,rostralanteriorcingulate-rh,rostralmiddlefrontal-rh,temporalpole-lh,temporalpole-rh,transversetemporal-rh
entorhinal-lh,0.5689655172413793,0.0,0.2413793103448276,0.0,0.0,0.1724137931034483,0.017241379310344827,0.0
frontalpole-rh,0.0,0.5128205128205128,0.0,0.48717948717948717,0.0,0.0,0.0,0.0
parsorbitalis-lh,0.1917808219178082,0.0,0.6575342465753424,0.0,0.0,0.1506849315068493,0.0,0.0
rostralanteriorcingulate-rh,0.0,0.4935064935064935,0.0,0.5064935064935064,0.0,0.0,0.0,0.0
rostralmiddlefrontal-rh,0.0,0.0,0.0,0.0,0.6724137931034483,0.0,0.20689655172413793,0.1206896551724138
temporalpole-lh,0.16417910447761194,0.0,0.16417910447761194,0.0,0.0,0.6268656716417911,0.04477611940298507,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.1518987341772152,0.06329113924050633,0.6835443037974683,0.10126582278481013
transversetemporal-rh,0.0,0.0,0.0,0.0,0.08620689655172414,0.0,0.13793103448275862,0.7758620689655172
