,bankssts-rh,caudalmiddlefrontal-rh,entorhinal-rh,insula-lh,parahippocampal-lh,parsopercularis-rh,parstriangularis-rh,temporalpole-rh
bankssts-rh,0.7377049180327869,0.04918032786885246,0.0,0.03278688524590164,0.0,0.0,0.16393442622950818,0.01639344262295082
caudalmiddlefrontal-rh,0.06578947368421052,0.5394736842105263,0.25,0.0,0.0,0.14473684210526316,0.0,0.0
entorhinal-rh,0.023809523809523808,0.25,0.5357142857142857,0.0,0.0,0.19047619047619047,0.0,0.0
insula-lh,0.043478260869565216,0.057971014492753624,0.014492753623188406,0.5652173913043478,0.0,0.18840579710144928,0.0,0.13043478260869565
parahippocampal-lh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
parsopercularis-rh,0.0,0.15463917525773196,0.20618556701030927,0.1134020618556701,0.0,0.4536082474226804,0.0,0.07216494845360824
parstriangularis-rh,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.5666666666666667,0.3
temporalpole-rh,0.0,0.0,0.0,0.1125,0.0,0.1125,0.175,0.6
