,bankssts-rh,frontalpole-lh,frontalpole-rh,fusiform-lh,insula-lh,isthmuscingulate-rh,lateraloccipital-rh,parahippocampal-lh
bankssts-rh,0.1891891891891892,0.08108108108108109,0.0,0.19594594594594594,0.14864864864864866,0.19594594594594594,0.0,0.1891891891891892
frontalpole-lh,0.14285714285714285,0.3333333333333333,0.0,0.14285714285714285,0.09523809523809523,0.14285714285714285,0.0,0.14285714285714285
frontalpole-rh,0.0,0.0,0.6511627906976745,0.0,0.0,0.0,0.3488372093023256,0.0
fusiform-lh,0.18493150684931506,0.0821917808219178,0.0,0.1917808219178082,0.15753424657534246,0.1917808219178082,0.0,0.1917808219178082
insula-lh,0.17857142857142858,0.05357142857142857,0.0,0.1875,0.20535714285714285,0.1875,0.0,0.1875
isthmuscingulate-rh,0.18791946308724833,0.08053691275167785,0.0,0.19463087248322147,0.15436241610738255,0.19463087248322147,0.0,0.18791946308724833
lateraloccipital-rh,0.0,0.0,0.4358974358974359,0.0,0.0,0.0,0.5641025641025641,0.0
parahippocampal-lh,0.18309859154929578,0.08450704225352113,0.0,0.19014084507042253,0.1619718309859155,0.19014084507042253,0.0,0.19014084507042253
