,cuneus-rh,entorhinal-lh,frontalpole-rh,fusiform-lh,middletemporal-lh,pericalcarine-lh,rostralanteriorcingulate-rh,temporalpole-lh
cuneus-rh,0.8260869565217391,0.0,0.0,0.0,0.0,0.0,0.0,0.17391304347826086
entorhinal-lh,0.0,0.5,0.0,0.20588235294117646,0.23529411764705882,0.0,0.0,0.058823529411764705
frontalpole-rh,0.0,0.0,0.509090909090909,0.0,0.0,0.0,0.4909090909090909,0.0
fusiform-lh,0.0,0.19230769230769232,0.0,0.38461538461538464,0.4230769230769231,0.0,0.0,0.0
middletemporal-lh,0.0,0.15,0.0,0.275,0.425,0.15,0.0,0.0
pericalcarine-lh,0.0,0.0,0.0,0.0,0.2222222222222222,0.7777777777777778,0.0,0.0
rostralanteriorcingulate-rh,0.0,0.0,0.5087719298245614,0.0,0.0,0.0,0.49122807017543857,0.0
temporalpole-lh,0.058823529411764705,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,0.7647058823529411
