,bankssts-lh,caudalanteriorcingulate-lh,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,pericalcarine-rh,temporalpole-lh
bankssts-lh,0.5338345864661654,0.10526315789473684,0.13533834586466165,0.09774436090225563,0.0,0.0,0.12781954887218044,0.0
caudalanteriorcingulate-lh,0.25396825396825395,0.5079365079365079,0.20634920634920634,0.015873015873015872,0.0,0.0,0.015873015873015872,0.0
frontalpole-lh,0.10112359550561797,0.08426966292134831,0.5,0.0,0.1853932584269663,0.0,0.12921348314606743,0.0
frontalpole-rh,0.10679611650485436,0.0,0.0,0.6990291262135923,0.0,0.0,0.1941747572815534,0.0
medialorbitofrontal-lh,0.0,0.0,0.23387096774193547,0.0,0.47580645161290325,0.12096774193548387,0.10483870967741936,0.06451612903225806
medialorbitofrontal-rh,0.0,0.0,0.0,0.0,0.15714285714285714,0.8428571428571429,0.0,0.0
pericalcarine-rh,0.08783783783783784,0.0,0.1554054054054054,0.12837837837837837,0.11486486486486487,0.0,0.5135135135135135,0.0
temporalpole-lh,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.92
