,caudalanteriorcingulate-lh,caudalanteriorcingulate-rh,caudalmiddlefrontal-rh,frontalpole-rh,insula-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-lh
caudalanteriorcingulate-lh,0.1888111888111888,0.1888111888111888,0.1258741258741259,0.14685314685314685,0.0,0.17482517482517482,0.17482517482517482,0.0
caudalanteriorcingulate-rh,0.1888111888111888,0.1888111888111888,0.1258741258741259,0.14685314685314685,0.0,0.17482517482517482,0.17482517482517482,0.0
caudalmiddlefrontal-rh,0.16842105263157894,0.16842105263157894,0.2631578947368421,0.10526315789473684,0.0,0.14736842105263157,0.14736842105263157,0.0
frontalpole-rh,0.16911764705882354,0.16911764705882354,0.08823529411764706,0.19852941176470587,0.0,0.19117647058823528,0.18382352941176472,0.0
insula-rh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
rostralanteriorcingulate-lh,0.18,0.18,0.10666666666666667,0.16,0.0,0.18666666666666668,0.18666666666666668,0.0
rostralanteriorcingulate-rh,0.1836734693877551,0.1836734693877551,0.10884353741496598,0.1564625850340136,0.0,0.1836734693877551,0.1836734693877551,0.0
temporalpole-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
