,bankssts-lh,caudalanteriorcingulate-lh,frontalpole-rh,fusiform-lh,insula-lh,insula-rh,parahippocampal-lh,rostralanteriorcingulate-rh
bankssts-lh,0.6581818181818182,0.0,0.0,0.0,0.07272727272727272,0.2690909090909091,0.0,0.0
caudalanteriorcingulate-lh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
fusiform-lh,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,0.38333333333333336,0.06111111111111111
insula-lh,0.056074766355140186,0.0,0.0,0.0,0.6697819314641744,0.1838006230529595,0.0,0.09034267912772585
insula-rh,0.23417721518987342,0.0,0.0,0.0,0.18670886075949367,0.5759493670886076,0.0031645569620253164,0.0
parahippocampal-lh,0.0,0.0,0.0,0.350253807106599,0.0,0.007614213197969543,0.4949238578680203,0.14720812182741116
rostralanteriorcingulate-rh,0.0,0.0,0.0,0.07017543859649122,0.11578947368421053,0.0,0.19649122807017544,0.6175438596491228
