,frontalpole-lh,frontalpole-rh,fusiform-lh,isthmuscingulate-rh,medialorbitofrontal-rh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-lh,0.33195364238410596,0.11920529801324503,0.0,0.0,0.16142384105960264,0.0,0.23758278145695363,0.1498344370860927
frontalpole-rh,0.18693982074263765,0.21895006402048656,0.0,0.0,0.19718309859154928,0.0,0.2023047375160051,0.1946222791293214
fusiform-lh,0.0,0.0,0.559652928416486,0.2754880694143167,0.0,0.12147505422993492,0.04338394793926247,0.0
isthmuscingulate-rh,0.0,0.0,0.23756906077348067,0.44751381215469616,0.0,0.3149171270718232,0.0,0.0
medialorbitofrontal-rh,0.21311475409836064,0.16612021857923498,0.0,0.0,0.2284153005464481,0.003278688524590164,0.18360655737704917,0.20546448087431693
parahippocampal-rh,0.0,0.0,0.116,0.35,0.002,0.532,0.0,0.0
rostralanteriorcingulate-lh,0.2579787234042553,0.13829787234042554,0.015957446808510637,0.0,0.15070921985815602,0.0,0.28812056737588654,0.14893617021276595
rostralanteriorcingulate-rh,0.20938215102974828,0.17162471395881007,0.0,0.0,0.2151029748283753,0.0,0.18993135011441648,0.2139588100686499
