subject,session,condition,sigma_ratio,sigma_eig,ci_low,ci_high,ci_method,state,window
S09,Sess01,MOTOR_EXECUTION-LEFT,0.9917514500019593,1.0000000000000004,0.9758317572406222,1.0071984315787237,bootstrap,critical,rtwin_beta
S09,Sess01,MOTOR_EXECUTION-RIGHT,1.0023247708397178,1.0000000000000018,0.9871676027007567,1.0177642246983754,bootstrap,critical,rtwin_beta
S09,Sess01,MOTOR_IMAGERY-LEFT,1.001036712473453,0.9999999999999987,0.9844642257611343,1.0153928916965016,bootstrap,critical,rtwin_beta
S09,Sess01,MOTOR_IMAGERY-RIGHT,1.0011172482197948,1.0000000000000047,0.9846789735633821,1.016504564069602,bootstrap,critical,rtwin_beta
S09,Sess01,MOTOR_EXECUTION,0.9970381104208386,1.000000000000001,0.9814996799706894,1.0124813281385494,bootstrap,critical,rtwin_beta
S09,Sess01,MOTOR_IMAGERY,1.0010769803466237,1.0000000000000018,0.9845715996622582,1.015948727883052,bootstrap,critical,rtwin_beta
S09,Sess01,LEFT,0.9963940812377061,0.9999999999999996,0.9801479915008783,1.0112956616376128,bootstrap,critical,rtwin_beta
S09,Sess01,RIGHT,1.0017210095297564,1.000000000000003,0.9859232881320694,1.0171343943839886,bootstrap,critical,rtwin_beta
S09,Sess01,LEFT_vs_RIGHT,-0.005326928292050281,0.0,-0.03698640288311028,0.025372373505543333,bootstrap,delta,rtwin_beta
S09,Sess01,IMAGERY_vs_EXECUTION,0.004038869925785171,0.0,-0.02790972847629125,0.034449047912362474,bootstrap,delta,rtwin_beta
S09,Sess01,ME_LEFT_vs_ME_RIGHT,-0.010573320837758526,0.0,-0.04193246745775314,0.020030828877967033,bootstrap,delta,rtwin_beta
S09,Sess01,MI_LEFT_vs_MI_RIGHT,-8.053574634181437e-05,0.0,-0.03204033830846764,0.030713918133119522,bootstrap,delta,rtwin_beta
