,Fz,FC5,Oz,O2,CP3,PO4,PO8,AF8
Fz,0.2727272727272727,0.2727272727272727,0.0,0.0,0.18181818181818182,0.0,0.0,0.2727272727272727
FC5,0.25,0.25,0.0,0.0,0.25,0.0,0.0,0.25
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP3,0.25,0.25,0.0,0.0,0.25,0.0,0.0,0.25
PO4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.25,0.1875,0.0,0.0,0.125,0.0,0.0,0.4375
