,caudalmiddlefrontal-lh,cuneus-lh,frontalpole-lh,frontalpole-rh,lateraloccipital-lh,parsopercularis-lh,temporalpole-lh,transversetemporal-lh
caudalmiddlefrontal-lh,0.38461538461538464,0.38461538461538464,0.0,0.0,0.0,0.07692307692307693,0.07692307692307693,0.07692307692307693
cuneus-lh,0.08,0.48,0.0,0.12,0.16,0.16,0.0,0.0
frontalpole-lh,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0
frontalpole-rh,0.0,0.043478260869565216,0.08695652173913043,0.391304347826087,0.43478260869565216,0.043478260869565216,0.0,0.0
lateraloccipital-lh,0.0,0.0,0.06896551724137931,0.27586206896551724,0.5862068965517241,0.0,0.06896551724137931,0.0
parsopercularis-lh,0.0,0.3076923076923077,0.0,0.23076923076923078,0.15384615384615385,0.3076923076923077,0.0,0.0
temporalpole-lh,0.13636363636363635,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.3181818181818182
transversetemporal-lh,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.4
