,caudalmiddlefrontal-lh,parsopercularis-lh,parstriangularis-rh,postcentral-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorparietal-rh,superiortemporal-rh
caudalmiddlefrontal-lh,0.5,0.0,0.0,0.0,0.0,0.0,0.35,0.15
parsopercularis-lh,0.0,0.28484848484848485,0.2,0.0,0.2727272727272727,0.24242424242424243,0.0,0.0
parstriangularis-rh,0.0,0.1574074074074074,0.4027777777777778,0.08796296296296297,0.1574074074074074,0.1574074074074074,0.0,0.037037037037037035
postcentral-rh,0.0,0.0,0.265625,0.515625,0.21875,0.0,0.0,0.0
rostralmiddlefrontal-lh,0.0,0.23684210526315788,0.16842105263157894,0.07368421052631578,0.3157894736842105,0.20526315789473684,0.0,0.0
rostralmiddlefrontal-rh,0.0,0.23121387283236994,0.19653179190751446,0.0,0.2254335260115607,0.3468208092485549,0.0,0.0
superiorparietal-rh,0.25862068965517243,0.0,0.0,0.0,0.0,0.0,0.4827586206896552,0.25862068965517243
superiortemporal-rh,0.1095890410958904,0.0,0.136986301369863,0.0,0.0,0.0,0.2054794520547945,0.547945205479452
