,caudalmiddlefrontal-lh,inferiorparietal-rh,parstriangularis-rh,rostralmiddlefrontal-lh,superiorfrontal-rh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-lh,0.5972222222222222,0.0,0.0,0.027777777777777776,0.0,0.2916666666666667,0.0,0.08333333333333333
inferiorparietal-rh,0.0,0.64,0.0,0.0,0.0,0.12,0.12,0.12
parstriangularis-rh,0.0,0.0,0.6666666666666666,0.1111111111111111,0.0,0.0,0.14814814814814814,0.07407407407407407
rostralmiddlefrontal-lh,0.15789473684210525,0.0,0.2631578947368421,0.3157894736842105,0.0,0.0,0.15789473684210525,0.10526315789473684
superiorfrontal-rh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
superiorparietal-rh,0.19444444444444445,0.018518518518518517,0.0,0.0,0.0,0.5185185185185185,0.07407407407407407,0.19444444444444445
superiortemporal-lh,0.0,0.03389830508474576,0.0847457627118644,0.03389830508474576,0.0,0.11864406779661017,0.3898305084745763,0.3389830508474576
superiortemporal-rh,0.046153846153846156,0.015384615384615385,0.023076923076923078,0.015384615384615385,0.0,0.16153846153846155,0.16923076923076924,0.5692307692307692
