,caudalanteriorcingulate-lh,fusiform-lh,fusiform-rh,lateralorbitofrontal-lh,lingual-rh,parahippocampal-rh,rostralanteriorcingulate-lh,transversetemporal-rh
caudalanteriorcingulate-lh,0.26153846153846155,0.07692307692307693,0.0,0.26153846153846155,0.0,0.0,0.24615384615384617,0.15384615384615385
fusiform-lh,0.1111111111111111,0.2962962962962963,0.0,0.18518518518518517,0.0,0.0,0.07407407407407407,0.3333333333333333
fusiform-rh,0.0,0.0,0.5454545454545454,0.0,0.09090909090909091,0.36363636363636365,0.0,0.0
lateralorbitofrontal-lh,0.23076923076923078,0.1076923076923077,0.0,0.26153846153846155,0.0,0.0,0.2153846153846154,0.18461538461538463
lingual-rh,0.0,0.0,0.14285714285714285,0.0,0.47619047619047616,0.38095238095238093,0.0,0.0
parahippocampal-rh,0.0,0.0,0.2857142857142857,0.0,0.2857142857142857,0.42857142857142855,0.0,0.0
rostralanteriorcingulate-lh,0.27692307692307694,0.06153846153846154,0.0,0.24615384615384617,0.0,0.0,0.27692307692307694,0.13846153846153847
transversetemporal-rh,0.16,0.18,0.0,0.2,0.0,0.0,0.14,0.32
