,postcentral-rh,precentral-lh,superiorfrontal-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-rh
postcentral-rh,0.125,0.125,0.125,0.109375,0.125,0.125,0.140625,0.125
precentral-lh,0.125,0.125,0.125,0.109375,0.125,0.125,0.140625,0.125
superiorfrontal-rh,0.125,0.125,0.125,0.109375,0.125,0.125,0.140625,0.125
superiorparietal-lh,0.12698412698412698,0.12698412698412698,0.12698412698412698,0.1111111111111111,0.12698412698412698,0.12698412698412698,0.12698412698412698,0.12698412698412698
superiorparietal-rh,0.125,0.125,0.125,0.10714285714285714,0.125,0.125,0.14285714285714285,0.125
superiortemporal-lh,0.12857142857142856,0.12857142857142856,0.12857142857142856,0.11428571428571428,0.11428571428571428,0.12857142857142856,0.14285714285714285,0.11428571428571428
superiortemporal-rh,0.12857142857142856,0.12857142857142856,0.12857142857142856,0.11428571428571428,0.11428571428571428,0.12857142857142856,0.14285714285714285,0.11428571428571428
supramarginal-rh,0.125,0.125,0.125,0.10714285714285714,0.125,0.125,0.14285714285714285,0.125
