,parsopercularis-lh,parstriangularis-rh,postcentral-rh,precentral-lh,precentral-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-rh
parsopercularis-lh,0.22727272727272727,0.0,0.18181818181818182,0.18181818181818182,0.13636363636363635,0.0,0.18181818181818182,0.09090909090909091
parstriangularis-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
postcentral-rh,0.21428571428571427,0.0,0.17857142857142858,0.17857142857142858,0.14285714285714285,0.0,0.17857142857142858,0.10714285714285714
precentral-lh,0.22727272727272727,0.0,0.18181818181818182,0.18181818181818182,0.13636363636363635,0.0,0.18181818181818182,0.09090909090909091
precentral-rh,0.19047619047619047,0.0,0.19047619047619047,0.19047619047619047,0.14285714285714285,0.0,0.19047619047619047,0.09523809523809523
superiortemporal-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
superiortemporal-rh,0.21428571428571427,0.0,0.17857142857142858,0.17857142857142858,0.14285714285714285,0.0,0.17857142857142858,0.10714285714285714
supramarginal-rh,0.17647058823529413,0.0,0.17647058823529413,0.17647058823529413,0.17647058823529413,0.0,0.17647058823529413,0.11764705882352941
