,parsopercularis-lh,parstriangularis-rh,postcentral-lh,postcentral-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh,supramarginal-rh
parsopercularis-lh,0.8333333333333334,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0
parstriangularis-rh,0.0,0.8076923076923077,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.0
postcentral-lh,0.0,0.0,0.24342105263157895,0.23684210526315788,0.23684210526315788,0.1118421052631579,0.09210526315789473,0.07894736842105263
postcentral-rh,0.024844720496894408,0.0,0.2111801242236025,0.2732919254658385,0.20496894409937888,0.11180124223602485,0.09316770186335403,0.08074534161490683
superiorparietal-lh,0.0,0.0,0.1881720430107527,0.17204301075268819,0.26881720430107525,0.15053763440860216,0.13978494623655913,0.08064516129032258
superiorparietal-rh,0.0,0.0,0.13333333333333333,0.14074074074074075,0.2222222222222222,0.2074074074074074,0.1925925925925926,0.1037037037037037
superiortemporal-lh,0.0,0.0,0.10948905109489052,0.11678832116788321,0.19708029197080293,0.19708029197080293,0.2846715328467153,0.0948905109489051
supramarginal-rh,0.0,0.0,0.14285714285714285,0.15476190476190477,0.20238095238095238,0.16666666666666666,0.15476190476190477,0.17857142857142858
