,parsopercularis-lh,parstriangularis-rh,postcentral-lh,postcentral-rh,superiorfrontal-rh,superiorparietal-rh,superiortemporal-lh,supramarginal-rh
parsopercularis-lh,0.5645161290322581,0.3548387096774194,0.016129032258064516,0.016129032258064516,0.0,0.016129032258064516,0.016129032258064516,0.016129032258064516
parstriangularis-rh,0.15555555555555556,0.34074074074074073,0.08148148148148149,0.1111111111111111,0.13333333333333333,0.08148148148148149,0.0,0.0962962962962963
postcentral-lh,0.0,0.07567567567567568,0.2864864864864865,0.1837837837837838,0.0972972972972973,0.12432432432432433,0.12432432432432433,0.10810810810810811
postcentral-rh,0.0,0.07608695652173914,0.18478260869565216,0.30434782608695654,0.125,0.09239130434782608,0.08695652173913043,0.13043478260869565
superiorfrontal-rh,0.0,0.1440677966101695,0.1440677966101695,0.19491525423728814,0.2796610169491525,0.09322033898305085,0.0,0.1440677966101695
superiorparietal-rh,0.0,0.08391608391608392,0.15384615384615385,0.13286713286713286,0.08391608391608392,0.26573426573426573,0.20279720279720279,0.07692307692307693
superiortemporal-lh,0.0,0.0,0.21621621621621623,0.16216216216216217,0.0,0.24324324324324326,0.36936936936936937,0.009009009009009009
supramarginal-rh,0.0,0.10483870967741936,0.14516129032258066,0.20161290322580644,0.13709677419354838,0.10483870967741936,0.016129032258064516,0.2903225806451613
