,frontalpole-rh,fusiform-rh,inferiortemporal-rh,insula-rh,medialorbitofrontal-lh,parahippocampal-rh,rostralanteriorcingulate-lh,transversetemporal-rh
frontalpole-rh,0.3968253968253968,0.0,0.0,0.007936507936507936,0.30952380952380953,0.0,0.23015873015873015,0.05555555555555555
fusiform-rh,0.0,0.2556390977443609,0.2706766917293233,0.14285714285714285,0.0,0.19548872180451127,0.0,0.13533834586466165
inferiortemporal-rh,0.0,0.20930232558139536,0.3372093023255814,0.13953488372093023,0.0,0.18023255813953487,0.0,0.13372093023255813
insula-rh,0.0,0.17037037037037037,0.2074074074074074,0.2740740740740741,0.0,0.08148148148148149,0.0,0.26666666666666666
medialorbitofrontal-lh,0.30973451327433627,0.0,0.0,0.02654867256637168,0.336283185840708,0.0,0.23893805309734514,0.08849557522123894
parahippocampal-rh,0.009615384615384616,0.21153846153846154,0.25961538461538464,0.0673076923076923,0.0,0.3557692307692308,0.038461538461538464,0.057692307692307696
rostralanteriorcingulate-lh,0.32038834951456313,0.0,0.0,0.0,0.30097087378640774,0.019417475728155338,0.34951456310679613,0.009708737864077669
transversetemporal-rh,0.017964071856287425,0.1317365269461078,0.16167664670658682,0.2275449101796407,0.03592814371257485,0.059880239520958084,0.0,0.3652694610778443
