,fusiform-rh,inferiortemporal-rh,insula-rh,lateralorbitofrontal-rh,parahippocampal-rh,rostralanteriorcingulate-rh,temporalpole-rh,transversetemporal-rh
fusiform-rh,0.15254237288135594,0.15254237288135594,0.1016949152542373,0.13983050847457626,0.1271186440677966,0.09322033898305085,0.13983050847457626,0.09322033898305085
inferiortemporal-rh,0.09,0.1875,0.1025,0.1575,0.1575,0.1125,0.1,0.0925
insula-rh,0.06100217864923747,0.10675381263616558,0.17647058823529413,0.14161220043572983,0.12854030501089325,0.16993464052287582,0.04793028322440087,0.16775599128540306
lateralorbitofrontal-rh,0.08043478260869565,0.15434782608695652,0.12391304347826088,0.17173913043478262,0.15217391304347827,0.13260869565217392,0.06956521739130435,0.11521739130434783
parahippocampal-rh,0.07906976744186046,0.16046511627906976,0.1186046511627907,0.16279069767441862,0.1697674418604651,0.12790697674418605,0.07209302325581396,0.10930232558139535
rostralanteriorcingulate-rh,0.05714285714285714,0.11648351648351649,0.16263736263736264,0.15164835164835164,0.13846153846153847,0.17362637362637362,0.04395604395604396,0.15604395604395604
temporalpole-rh,0.13043478260869565,0.14782608695652175,0.0782608695652174,0.11739130434782609,0.10869565217391304,0.06956521739130435,0.2782608695652174,0.06956521739130435
transversetemporal-rh,0.057777777777777775,0.1,0.18666666666666668,0.13555555555555557,0.12222222222222222,0.1711111111111111,0.044444444444444446,0.18222222222222223
