,Fp1,F7,FT9,FT10,Fp2,AF3,AFz,AF4
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F7,0.0,0.5277777777777778,0.2916666666666667,0.0,0.0,0.0,0.0,0.18055555555555555
FT9,0.0,0.25,0.4605263157894737,0.0,0.0,0.0,0.0,0.2894736842105263
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF4,0.0,0.2037037037037037,0.4074074074074074,0.0,0.0,0.0,0.0,0.3888888888888889
