subject,session,condition,sigma_ratio,sigma_eig,ci_low,ci_high,ci_method,state,window
S33,Sess01,MOTOR_EXECUTION-LEFT,0.8153796169324119,1.0000000000000013,0.7689885321717621,0.8607905194357057,bootstrap,subcritical,hrfwin_vlf
S33,Sess01,MOTOR_EXECUTION-RIGHT,0.8285425207610637,0.9999999999999998,0.7786790444654683,0.876547027751498,bootstrap,subcritical,hrfwin_vlf
S33,Sess01,MOTOR_IMAGERY-LEFT,0.843868168868169,1.000000000000002,0.8014210511710511,0.8832598558848559,bootstrap,subcritical,hrfwin_vlf
S33,Sess01,MOTOR_IMAGERY-RIGHT,0.81408352126915,0.9999999999999987,0.7645838085733295,0.8570168051343201,bootstrap,subcritical,hrfwin_vlf
S33,Sess01,MOTOR_EXECUTION,0.8219610688467378,1.0000000000000004,0.7738337883186153,0.8686687735936018,bootstrap,subcritical,hrfwin_vlf
S33,Sess01,MOTOR_IMAGERY,0.8289758450686595,1.0000000000000004,0.7830024298721903,0.870138330509588,bootstrap,subcritical,hrfwin_vlf
S33,Sess01,LEFT,0.8296238929002904,1.0000000000000018,0.7852047916714067,0.8720251876602808,bootstrap,subcritical,hrfwin_vlf
S33,Sess01,RIGHT,0.8213130210151068,0.9999999999999992,0.7716314265193989,0.866781916442909,bootstrap,subcritical,hrfwin_vlf
S33,Sess01,LEFT_vs_RIGHT,0.008310871885183535,0.0,-0.08157712477150236,0.10039376114088194,bootstrap,delta,hrfwin_vlf
S33,Sess01,IMAGERY_vs_EXECUTION,0.007014776221921704,0.0,-0.08566634372141158,0.09630454219097273,bootstrap,delta,hrfwin_vlf
S33,Sess01,ME_LEFT_vs_ME_RIGHT,-0.013162903828651817,0.0,-0.10755849557973585,0.08211147497023741,bootstrap,delta,hrfwin_vlf
S33,Sess01,MI_LEFT_vs_MI_RIGHT,0.029784647599019,0.0,-0.05559575396326899,0.11867604731152637,bootstrap,delta,hrfwin_vlf
