,caudalanteriorcingulate-lh,caudalanteriorcingulate-rh,insula-rh,isthmuscingulate-rh,paracentral-lh,paracentral-rh,posteriorcingulate-rh,rostralanteriorcingulate-lh
caudalanteriorcingulate-lh,0.22231404958677686,0.22231404958677686,0.15041322314049588,0.004132231404958678,0.07603305785123966,0.08099173553719008,0.07272727272727272,0.17107438016528925
caudalanteriorcingulate-rh,0.22231404958677686,0.22231404958677686,0.15041322314049588,0.004132231404958678,0.07603305785123966,0.08099173553719008,0.07272727272727272,0.17107438016528925
insula-rh,0.09561128526645768,0.09561128526645768,0.20114942528735633,0.1013584117032393,0.14890282131661442,0.15830721003134796,0.10553814002089865,0.09352142110762801
isthmuscingulate-rh,0.0028469750889679717,0.0028469750889679717,0.1387900355871886,0.21565836298932384,0.17651245551601424,0.15516014234875444,0.18505338078291814,0.12313167259786477
paracentral-lh,0.052130044843049325,0.052130044843049325,0.16031390134529147,0.1384529147982063,0.19730941704035873,0.17769058295964127,0.14237668161434977,0.0795964125560538
paracentral-rh,0.055995475113122174,0.055995475113122174,0.17194570135746606,0.12217194570135746,0.17703619909502263,0.21776018099547512,0.1323529411764706,0.0667420814479638
posteriorcingulate-rh,0.05,0.05,0.11781609195402298,0.15,0.1471264367816092,0.1367816091954023,0.21666666666666667,0.13160919540229885
rostralanteriorcingulate-lh,0.12305854241338113,0.12305854241338113,0.10752688172043011,0.10513739545997611,0.08542413381123058,0.07108721624850657,0.13859020310633213,0.24611708482676226
