,frontalpole-rh,insula-rh,isthmuscingulate-rh,medialorbitofrontal-lh,paracentral-lh,paracentral-rh,posteriorcingulate-rh,rostralanteriorcingulate-lh
frontalpole-rh,0.4482600732600733,0.005494505494505495,0.0,0.2806776556776557,0.057692307692307696,0.07051282051282051,0.08562271062271062,0.051739926739926737
insula-rh,0.0048567265662943174,0.38125303545410394,0.053909664885866924,0.0029140359397765905,0.16998542982030113,0.17824186498300146,0.07867897037396794,0.13016027197668772
isthmuscingulate-rh,0.0,0.050431621990004546,0.4761472058155384,0.0,0.0372557928214448,0.10086324398000909,0.19990913221263062,0.13539300318037256
medialorbitofrontal-lh,0.32356076759061836,0.0031982942430703624,0.0,0.4904051172707889,0.0255863539445629,0.05063965884861407,0.022388059701492536,0.08422174840085288
paracentral-lh,0.061224489795918366,0.17006802721088435,0.03984450923226433,0.024295432458697766,0.4324586977648202,0.10252672497570457,0.06997084548104957,0.09961127308066084
paracentral-rh,0.062096774193548386,0.14798387096774193,0.08951612903225807,0.038306451612903226,0.0842741935483871,0.3362903225806452,0.11814516129032258,0.12338709677419354
posteriorcingulate-rh,0.07161604799400074,0.062242219722534686,0.16422947131608548,0.01724784401949756,0.05399325084364454,0.11211098612673416,0.3678290213723285,0.15073115860517436
rostralanteriorcingulate-lh,0.04411764705882353,0.10890302066772654,0.11685214626391097,0.06279809220985691,0.08108108108108109,0.1232114467408585,0.15818759936406995,0.3048489666136725
