,bankssts-rh,caudalanteriorcingulate-lh,caudalanteriorcingulate-rh,frontalpole-lh,frontalpole-rh,lateralorbitofrontal-lh,parsopercularis-rh,temporalpole-lh
bankssts-rh,0.5943396226415094,0.0,0.0,0.03773584905660377,0.0,0.36792452830188677,0.0,0.0
caudalanteriorcingulate-lh,0.0,0.3986013986013986,0.40559440559440557,0.1958041958041958,0.0,0.0,0.0,0.0
caudalanteriorcingulate-rh,0.0,0.3900709219858156,0.40425531914893614,0.20567375886524822,0.0,0.0,0.0,0.0
frontalpole-lh,0.05755395683453238,0.18705035971223022,0.19424460431654678,0.45323741007194246,0.0,0.0,0.0,0.1079136690647482
frontalpole-rh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
lateralorbitofrontal-lh,0.3888888888888889,0.0,0.0,0.0,0.0,0.6111111111111112,0.0,0.0
parsopercularis-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.8295454545454546,0.17045454545454544
temporalpole-lh,0.0,0.0,0.0,0.17,0.0,0.0,0.11,0.72
