,entorhinal-rh,frontalpole-lh,frontalpole-rh,fusiform-rh,inferiortemporal-rh,parahippocampal-rh,temporalpole-lh,temporalpole-rh
entorhinal-rh,0.2510822510822511,0.0,0.08658008658008658,0.16883116883116883,0.2510822510822511,0.21645021645021645,0.025974025974025976,0.0
frontalpole-lh,0.0,0.8048780487804879,0.0,0.0,0.0,0.13414634146341464,0.06097560975609756,0.0
frontalpole-rh,0.16666666666666666,0.0,0.39166666666666666,0.16666666666666666,0.15833333333333333,0.11666666666666667,0.0,0.0
fusiform-rh,0.22395833333333334,0.0,0.10416666666666667,0.2916666666666667,0.21354166666666666,0.16666666666666666,0.0,0.0
inferiortemporal-rh,0.24242424242424243,0.0,0.0735930735930736,0.16017316017316016,0.26406926406926406,0.21645021645021645,0.04329004329004329,0.0
parahippocampal-rh,0.20085470085470086,0.05555555555555555,0.05128205128205128,0.11965811965811966,0.21367521367521367,0.3034188034188034,0.05555555555555555,0.0
temporalpole-lh,0.05128205128205128,0.08974358974358974,0.0,0.0,0.07692307692307693,0.14102564102564102,0.6410256410256411,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
