,cuneus-lh,cuneus-rh,isthmuscingulate-rh,lateraloccipital-lh,lateraloccipital-rh,pericalcarine-lh,pericalcarine-rh,temporalpole-lh
cuneus-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cuneus-rh,0.0,0.76,0.24,0.0,0.0,0.0,0.0,0.0
isthmuscingulate-rh,0.0,0.14492753623188406,0.6956521739130435,0.0,0.15942028985507245,0.0,0.0,0.0
lateraloccipital-lh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
lateraloccipital-rh,0.0,0.015384615384615385,0.23076923076923078,0.0,0.5538461538461539,0.13846153846153847,0.06153846153846154,0.0
pericalcarine-lh,0.0,0.0,0.0,0.0,0.5294117647058824,0.47058823529411764,0.0,0.0
pericalcarine-rh,0.0,0.0,0.0,0.0,0.46153846153846156,0.0,0.5384615384615384,0.0
temporalpole-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
