,caudalanteriorcingulate-lh,frontalpole-rh,fusiform-lh,insula-lh,isthmuscingulate-rh,medialorbitofrontal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
caudalanteriorcingulate-lh,0.40556660039761433,0.11570576540755467,0.11451292246520875,0.0636182902584493,0.11848906560636183,0.03220675944333996,0.12922465208747516,0.020675944333996023
frontalpole-rh,0.17711503347534996,0.4175289105295192,0.0,0.0,0.0,0.20267802799756543,0.19476567255021301,0.007912355447352405
fusiform-lh,0.08555825242718447,0.0,0.25515776699029125,0.18689320388349515,0.24271844660194175,0.07797330097087378,0.003033980582524272,0.1486650485436893
insula-lh,0.049367088607594936,0.0,0.19240506329113924,0.28132911392405063,0.18924050632911393,0.1129746835443038,0.025,0.14968354430379746
isthmuscingulate-rh,0.09107806691449814,0.0,0.24845105328376704,0.18773234200743494,0.25216852540272616,0.07713754646840149,0.0015489467162329617,0.14188351920693928
medialorbitofrontal-rh,0.029924242424242423,0.12537878787878787,0.09583333333333334,0.13446969696969696,0.0928030303030303,0.334469696969697,0.029545454545454545,0.15757575757575756
rostralanteriorcingulate-lh,0.232409381663113,0.22885572139303484,0.005685856432125089,0.05472636815920398,0.0021321961620469083,0.05685856432125089,0.410092395167022,0.00923951670220327
rostralanteriorcingulate-rh,0.018447348193697154,0.004996156802459646,0.18677940046118371,0.18255188316679477,0.17524980784012298,0.1606456571867794,0.004996156802459646,0.2663335895465027
