,frontalpole-rh,insula-rh,isthmuscingulate-lh,isthmuscingulate-rh,lateralorbitofrontal-rh,pericalcarine-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-rh,0.6795827123695977,0.0,0.0,0.0,0.0,0.0,0.20342771982116245,0.11698956780923994
insula-rh,0.0,0.3081232492997199,0.10329131652661064,0.1411064425770308,0.2030812324929972,0.09873949579831932,0.06687675070028011,0.07878151260504201
isthmuscingulate-lh,0.0,0.08551684422689318,0.25770227469046936,0.2525194356464152,0.05038871292830406,0.2375467895191477,0.02936942124964008,0.08695652173913043
isthmuscingulate-rh,0.0,0.10970350404312669,0.2353099730458221,0.26657681940700806,0.06253369272237197,0.21644204851752022,0.027762803234501348,0.0816711590296496
lateralorbitofrontal-rh,0.0,0.23491027732463296,0.07300163132137032,0.09543230016313213,0.35522022838499184,0.10358890701468189,0.07789559543230017,0.0599510603588907
pericalcarine-lh,0.0,0.07975113122171945,0.23557692307692307,0.2293552036199095,0.07013574660633484,0.26244343891402716,0.03308823529411765,0.08964932126696833
rostralanteriorcingulate-lh,0.13226744186046513,0.09253875968992248,0.050387596899224806,0.050872093023255814,0.09253875968992248,0.05765503875968992,0.37887596899224807,0.14486434108527133
rostralanteriorcingulate-rh,0.06680672268907563,0.09453781512605042,0.12773109243697478,0.12815126050420167,0.06092436974789916,0.13403361344537815,0.12478991596638656,0.2630252100840336
