,cuneus-lh,frontalpole-rh,isthmuscingulate-lh,isthmuscingulate-rh,paracentral-rh,pericalcarine-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
cuneus-lh,0.2981522079549013,0.0695270905104917,0.194487942373943,0.15471343564046353,0.05825242718446602,0.14406514249921704,0.06639523958659568,0.014406514249921704
frontalpole-rh,0.12299168975069252,0.44321329639889195,0.05263157894736842,0.0371191135734072,0.11357340720221606,0.024930747922437674,0.1290858725761773,0.07645429362880886
isthmuscingulate-lh,0.18619436875567666,0.02815622161671208,0.30396609143203146,0.21162579473206175,0.043596730245231606,0.1952770208900999,0.020587344838026038,0.01059642749016046
isthmuscingulate-rh,0.16039279869067102,0.02127659574468085,0.22684124386252047,0.2801963993453355,0.037315875613747954,0.25826513911620297,0.01309328968903437,0.002618657937806874
paracentral-rh,0.09602478058853897,0.10376871450696953,0.07640681466184822,0.059886422302529684,0.47186370676303563,0.05420753742901394,0.09499225606608157,0.04284976768198245
pericalcarine-lh,0.15118215118215117,0.01431901431901432,0.21212121212121213,0.26073926073926074,0.03496503496503497,0.31401931401931404,0.005994005994005994,0.00666000666000666
rostralanteriorcingulate-lh,0.12406662837449742,0.13612866168868468,0.040206777713957496,0.024124066628374498,0.10913268236645605,0.011487650775416428,0.40436530729465825,0.1504882251579552
rostralanteriorcingulate-rh,0.043010752688172046,0.12365591397849462,0.033154121863799284,0.008064516129032258,0.07616487455197132,0.016129032258064516,0.23655913978494625,0.4632616487455197
