,caudalmiddlefrontal-rh,inferiorparietal-rh,parsopercularis-lh,postcentral-lh,postcentral-rh,precentral-lh,superiorparietal-lh,supramarginal-lh
caudalmiddlefrontal-rh,0.1288782816229117,0.11933174224343675,0.13126491646778043,0.12410501193317422,0.10978520286396182,0.12649164677804295,0.1288782816229117,0.13126491646778043
inferiorparietal-rh,0.12658227848101267,0.1240506329113924,0.12658227848101267,0.12658227848101267,0.11645569620253164,0.12658227848101267,0.12658227848101267,0.12658227848101267
parsopercularis-lh,0.12941176470588237,0.11764705882352941,0.13176470588235295,0.1223529411764706,0.10823529411764705,0.12705882352941175,0.12941176470588237,0.13411764705882354
postcentral-lh,0.12776412776412777,0.12285012285012285,0.12776412776412777,0.12530712530712532,0.11302211302211303,0.12776412776412777,0.12776412776412777,0.12776412776412777
postcentral-rh,0.12534059945504086,0.12534059945504086,0.12534059945504086,0.12534059945504086,0.1226158038147139,0.12534059945504086,0.12534059945504086,0.12534059945504086
precentral-lh,0.12949640287769784,0.11990407673860912,0.12949640287769784,0.12470023980815348,0.11031175059952038,0.12709832134292565,0.12949640287769784,0.12949640287769784
superiorparietal-lh,0.1288782816229117,0.11933174224343675,0.13126491646778043,0.12410501193317422,0.10978520286396182,0.12649164677804295,0.1288782816229117,0.13126491646778043
supramarginal-lh,0.12941176470588237,0.11764705882352941,0.13176470588235295,0.1223529411764706,0.10823529411764705,0.12705882352941175,0.12941176470588237,0.13411764705882354
