,parsopercularis-lh,parstriangularis-rh,postcentral-lh,postcentral-rh,precentral-lh,superiorparietal-lh,superiortemporal-lh,supramarginal-lh
parsopercularis-lh,0.158311345646438,0.0870712401055409,0.11609498680738786,0.13192612137203166,0.11873350923482849,0.12137203166226913,0.11609498680738786,0.1503957783641161
parstriangularis-rh,0.11827956989247312,0.17204301075268819,0.05734767025089606,0.12544802867383512,0.12903225806451613,0.13261648745519714,0.16129032258064516,0.1039426523297491
postcentral-lh,0.16129032258064516,0.05734767025089606,0.17562724014336917,0.13620071684587814,0.1003584229390681,0.1003584229390681,0.0967741935483871,0.17204301075268819
postcentral-rh,0.14705882352941177,0.10882352941176471,0.11176470588235295,0.1676470588235294,0.10294117647058823,0.10588235294117647,0.10882352941176471,0.14705882352941177
precentral-lh,0.13761467889908258,0.11009174311926606,0.08256880733944955,0.11009174311926606,0.1437308868501529,0.14984709480122324,0.1437308868501529,0.12232415902140673
superiorparietal-lh,0.13677811550151975,0.11246200607902736,0.08206686930091185,0.1094224924012158,0.14285714285714285,0.14893617021276595,0.1458966565349544,0.12158054711246201
superiortemporal-lh,0.12941176470588237,0.1323529411764706,0.07647058823529412,0.10882352941176471,0.13823529411764707,0.1411764705882353,0.1588235294117647,0.11470588235294117
supramarginal-lh,0.15846994535519127,0.07923497267759563,0.13114754098360656,0.1366120218579235,0.11202185792349727,0.11202185792349727,0.1092896174863388,0.16120218579234974
