,frontalpole-lh,frontalpole-rh,isthmuscingulate-rh,medialorbitofrontal-rh,parahippocampal-lh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-lh,0.29227193492155723,0.17547937245787332,0.0,0.14177803602556652,0.016269610691458453,0.004067402672864613,0.17722254503195817,0.19291109819872168
frontalpole-rh,0.1676846196557468,0.2781787895613548,0.0,0.1538034425319267,0.012770682953914493,0.0,0.18822876179900055,0.19933370349805662
isthmuscingulate-rh,0.0,0.0,0.43066764490095377,0.0,0.23771093176815847,0.2743947175348496,0.0,0.05722670579603815
medialorbitofrontal-rh,0.1482843137254902,0.1721813725490196,0.0,0.33517156862745096,0.0,0.017769607843137254,0.1488970588235294,0.17769607843137256
parahippocampal-lh,0.021505376344086023,0.017369727047146403,0.2729528535980149,0.0,0.41687344913151364,0.20099255583126552,0.02729528535980149,0.043010752688172046
parahippocampal-rh,0.0040551500405515,0.0,0.30494728304947283,0.021897810218978103,0.19708029197080293,0.4306569343065693,0.0016220600162206002,0.039740470397404706
rostralanteriorcingulate-lh,0.17423806785508913,0.19493962047153537,0.0,0.1374353076480736,0.02127659574468085,0.0023001725129384704,0.28464634847613574,0.18516388729154687
rostralanteriorcingulate-rh,0.16616616616616617,0.1816816816816817,0.03903903903903904,0.14514514514514515,0.02702702702702703,0.025525525525525526,0.16316316316316315,0.25225225225225223
