,cuneus-lh,frontalpole-lh,frontalpole-rh,isthmuscingulate-rh,medialorbitofrontal-lh,parahippocampal-rh,pericalcarine-lh,superiorparietal-lh
cuneus-lh,0.4459770114942529,0.0,0.0,0.10344827586206896,0.0,0.06896551724137931,0.27586206896551724,0.10574712643678161
frontalpole-lh,0.0,0.7329192546583851,0.0,0.0,0.2670807453416149,0.0,0.0,0.0
frontalpole-rh,0.0,0.0,0.6857142857142857,0.0,0.3142857142857143,0.0,0.0,0.0
isthmuscingulate-rh,0.14018691588785046,0.0,0.0,0.3395638629283489,0.018691588785046728,0.19937694704049844,0.27414330218068533,0.028037383177570093
medialorbitofrontal-lh,0.0,0.19282511210762332,0.24663677130044842,0.017937219730941704,0.5201793721973094,0.0,0.02242152466367713,0.0
parahippocampal-rh,0.13278008298755187,0.0,0.0,0.27385892116182575,0.0,0.3775933609958506,0.17842323651452283,0.03734439834024896
pericalcarine-lh,0.27539503386004516,0.0,0.0,0.19413092550790068,0.01580135440180587,0.09255079006772009,0.37697516930022573,0.045146726862302484
superiorparietal-lh,0.23923444976076555,0.0,0.0,0.0430622009569378,0.0,0.0430622009569378,0.11483253588516747,0.5598086124401914
