,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,inferiorparietal-rh,parsopercularis-lh,rostralmiddlefrontal-lh,superiorparietal-rh,superiortemporal-rh,supramarginal-lh
caudalmiddlefrontal-lh,0.2702702702702703,0.05405405405405406,0.05405405405405406,0.13513513513513514,0.21621621621621623,0.05405405405405406,0.16216216216216217,0.05405405405405406
caudalmiddlefrontal-rh,0.030303030303030304,0.22727272727272727,0.13636363636363635,0.0,0.10606060606060606,0.12121212121212122,0.12121212121212122,0.25757575757575757
inferiorparietal-rh,0.03508771929824561,0.19298245614035087,0.17543859649122806,0.0,0.12280701754385964,0.15789473684210525,0.14035087719298245,0.17543859649122806
parsopercularis-lh,0.09836065573770492,0.0,0.0,0.5081967213114754,0.26229508196721313,0.0,0.09836065573770492,0.03278688524590164
rostralmiddlefrontal-lh,0.09876543209876543,0.07407407407407407,0.06172839506172839,0.18518518518518517,0.32098765432098764,0.06172839506172839,0.08641975308641975,0.1111111111111111
superiorparietal-rh,0.03571428571428571,0.16071428571428573,0.14285714285714285,0.0,0.125,0.23214285714285715,0.14285714285714285,0.16071428571428573
superiortemporal-rh,0.1095890410958904,0.1095890410958904,0.0958904109589041,0.0821917808219178,0.1232876712328767,0.0958904109589041,0.273972602739726,0.1095890410958904
supramarginal-lh,0.03125,0.203125,0.125,0.03125,0.140625,0.109375,0.109375,0.25
