,cuneus-lh,isthmuscingulate-rh,lateraloccipital-lh,lateraloccipital-rh,pericalcarine-lh,pericalcarine-rh,rostralanteriorcingulate-rh,temporalpole-rh
cuneus-lh,0.2081447963800905,0.14057315233785822,0.16289592760180996,0.11010558069381599,0.16259426847662142,0.13423831070889894,0.08144796380090498,0.0
isthmuscingulate-rh,0.15827837556404026,0.2242276987157237,0.14057618882332523,0.1287747309961819,0.16487330787920862,0.13016313779937522,0.05310656022214509,0.0
lateraloccipital-lh,0.17321016166281755,0.13592873639063016,0.1906961398878258,0.11646321346090399,0.16496205872649292,0.1445067634444078,0.07423292642692181,0.0
lateraloccipital-rh,0.12731640356897736,0.13143445435827042,0.12251201098146877,0.22477693891557995,0.1695264241592313,0.17158544955387783,0.05284831846259437,0.0
pericalcarine-lh,0.15362402541149292,0.14236211377418423,0.1452497834247762,0.13976321108865145,0.20127057464626047,0.16401963615362403,0.05371065550101069,0.0
pericalcarine-rh,0.13744958113558797,0.1200744647843624,0.13651877133105803,0.1566863170958734,0.1787154824697487,0.21222463543282655,0.05833074775054297,0.0
rostralanteriorcingulate-rh,0.15741789354473387,0.0911664779161948,0.13080407701019253,0.09173272933182333,0.1087202718006795,0.11098527746319366,0.3091732729331823,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
