,frontalpole-lh,frontalpole-rh,fusiform-rh,inferiortemporal-rh,insula-rh,medialorbitofrontal-lh,parahippocampal-rh,temporalpole-rh
frontalpole-lh,0.5104079933388843,0.2048293089092423,0.042464612822647796,0.03746877601998335,0.0,0.16486261448792672,0.022481265611990008,0.017485428809325562
frontalpole-rh,0.21869782971619364,0.6218697829716193,0.03923205342237062,0.048414023372287146,0.0,0.012520868113522538,0.05926544240400668,0.0
fusiform-rh,0.02334267040149393,0.020074696545284782,0.3137254901960784,0.21942110177404295,0.12371615312791784,0.0056022408963585435,0.18860877684407096,0.10550887021475257
inferiortemporal-rh,0.02175925925925926,0.025,0.22268518518518518,0.2967592592592593,0.1287037037037037,0.010185185185185186,0.22037037037037038,0.07453703703703704
insula-rh,0.0,0.0,0.18576512455516014,0.1879003558718861,0.37437722419928826,0.007829181494661922,0.20711743772241992,0.03701067615658363
medialorbitofrontal-lh,0.22695035460992907,0.013002364066193853,0.01182033096926714,0.026004728132387706,0.015366430260047281,0.6855791962174941,0.0,0.02127659574468085
parahippocampal-rh,0.014587525150905433,0.03370221327967807,0.21327967806841047,0.24044265593561368,0.15040241448692154,0.0,0.30935613682092555,0.03822937625754527
temporalpole-rh,0.0187192118226601,0.0,0.2147783251231527,0.15073891625615762,0.053201970443349754,0.015763546798029555,0.06699507389162561,0.4798029556650246
