,cuneus-lh,frontalpole-lh,isthmuscingulate-rh,lateraloccipital-lh,lateraloccipital-rh,parahippocampal-rh,pericalcarine-lh,pericalcarine-rh
cuneus-lh,0.28106508875739644,0.0,0.10059171597633136,0.23076923076923078,0.1390532544378698,0.0,0.15680473372781065,0.09171597633136094
frontalpole-lh,0.0,0.4830188679245283,0.0,0.0,0.2679245283018868,0.06037735849056604,0.0,0.18867924528301888
isthmuscingulate-rh,0.18,0.0,0.18,0.16,0.16,0.0,0.185,0.135
lateraloccipital-lh,0.2690909090909091,0.0,0.10909090909090909,0.32,0.09454545454545454,0.0,0.13090909090909092,0.07636363636363637
lateraloccipital-rh,0.0868824531516184,0.11073253833049404,0.05792163543441227,0.05110732538330494,0.3577512776831346,0.0,0.10902896081771721,0.22657580919931858
parahippocampal-rh,0.0,0.5161290322580645,0.0,0.0,0.0,0.4838709677419355,0.0,0.0
pericalcarine-lh,0.18152866242038215,0.0,0.1178343949044586,0.12101910828025478,0.19745222929936307,0.0,0.22611464968152867,0.15605095541401273
pericalcarine-rh,0.0779510022271715,0.09799554565701558,0.0645879732739421,0.051224944320712694,0.2984409799554566,0.0,0.11804008908685969,0.29175946547884185
