,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,parsopercularis-lh,superiorfrontal-lh,superiorfrontal-rh,superiorparietal-rh,superiortemporal-rh,supramarginal-rh
caudalmiddlefrontal-lh,0.5454545454545454,0.09090909090909091,0.0,0.030303030303030304,0.09090909090909091,0.12121212121212122,0.09090909090909091,0.030303030303030304
caudalmiddlefrontal-rh,0.17647058823529413,0.5588235294117647,0.0,0.14705882352941177,0.0,0.0,0.029411764705882353,0.08823529411764706
parsopercularis-lh,0.0,0.0,0.9375,0.0,0.0,0.0,0.0625,0.0
superiorfrontal-lh,0.024390243902439025,0.07317073170731707,0.024390243902439025,0.5609756097560976,0.07317073170731707,0.0,0.12195121951219512,0.12195121951219512
superiorfrontal-rh,0.10810810810810811,0.0,0.0,0.10810810810810811,0.5675675675675675,0.1891891891891892,0.0,0.02702702702702703
superiorparietal-rh,0.12162162162162163,0.0,0.013513513513513514,0.02702702702702703,0.13513513513513514,0.5,0.08108108108108109,0.12162162162162163
superiortemporal-rh,0.11666666666666667,0.0,0.1,0.05,0.0,0.1,0.5,0.13333333333333333
supramarginal-rh,0.0,0.02040816326530612,0.0,0.10204081632653061,0.061224489795918366,0.24489795918367346,0.20408163265306123,0.3673469387755102
