,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,parsopercularis-lh,postcentral-rh,superiorfrontal-lh,superiorparietal-rh,superiortemporal-rh,supramarginal-rh
caudalmiddlefrontal-lh,0.48333333333333334,0.05,0.0,0.08333333333333333,0.0,0.08333333333333333,0.15,0.15
caudalmiddlefrontal-rh,0.06172839506172839,0.4444444444444444,0.0,0.04938271604938271,0.06172839506172839,0.19753086419753085,0.06172839506172839,0.12345679012345678
parsopercularis-lh,0.0,0.03773584905660377,0.7735849056603774,0.03773584905660377,0.07547169811320754,0.07547169811320754,0.0,0.0
postcentral-rh,0.11428571428571428,0.05714285714285714,0.0,0.6857142857142857,0.05714285714285714,0.02857142857142857,0.0,0.05714285714285714
superiorfrontal-lh,0.0,0.15555555555555556,0.08888888888888889,0.08888888888888889,0.4,0.15555555555555556,0.0,0.1111111111111111
superiorparietal-rh,0.07792207792207792,0.19480519480519481,0.07792207792207792,0.03896103896103896,0.05194805194805195,0.3246753246753247,0.09090909090909091,0.14285714285714285
superiortemporal-rh,0.12307692307692308,0.046153846153846156,0.0,0.0,0.015384615384615385,0.07692307692307693,0.5538461538461539,0.18461538461538463
supramarginal-rh,0.11940298507462686,0.16417910447761194,0.0,0.029850746268656716,0.08955223880597014,0.13432835820895522,0.16417910447761194,0.29850746268656714
