,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,parstriangularis-rh,postcentral-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-lh,0.1552511415525114,0.1232876712328767,0.1232876712328767,0.1050228310502283,0.1278538812785388,0.1141552511415525,0.1187214611872146,0.1324200913242009
caudalmiddlefrontal-rh,0.10416666666666667,0.14930555555555555,0.08680555555555555,0.1284722222222222,0.1423611111111111,0.13194444444444445,0.14583333333333334,0.1111111111111111
parstriangularis-rh,0.13839285714285715,0.11607142857142858,0.16071428571428573,0.10714285714285714,0.12053571428571429,0.11607142857142858,0.11607142857142858,0.125
postcentral-rh,0.10752688172043011,0.14336917562724014,0.08960573476702509,0.12903225806451613,0.13978494623655913,0.12903225806451613,0.14336917562724014,0.11827956989247312
rostralmiddlefrontal-lh,0.10289389067524116,0.14469453376205788,0.08360128617363344,0.12218649517684887,0.15755627009646303,0.12861736334405144,0.15434083601286175,0.10610932475884244
rostralmiddlefrontal-rh,0.10596026490066225,0.1456953642384106,0.08940397350993377,0.12582781456953643,0.1490066225165563,0.1357615894039735,0.1423841059602649,0.10596026490066225
superiortemporal-lh,0.10204081632653061,0.14625850340136054,0.08843537414965986,0.12244897959183673,0.15306122448979592,0.1292517006802721,0.15306122448979592,0.1054421768707483
superiortemporal-rh,0.1341991341991342,0.1341991341991342,0.10822510822510822,0.10822510822510822,0.12987012987012986,0.11688311688311688,0.12987012987012986,0.13852813852813853
