,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,parstriangularis-rh,precentral-lh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-lh,0.14705882352941177,0.11764705882352941,0.17647058823529413,0.11764705882352941,0.08823529411764706,0.11764705882352941,0.08823529411764706,0.14705882352941177
caudalmiddlefrontal-rh,0.07894736842105263,0.17105263157894737,0.19736842105263158,0.09210526315789473,0.07894736842105263,0.14473684210526316,0.07894736842105263,0.15789473684210525
parstriangularis-rh,0.08823529411764706,0.16176470588235295,0.22058823529411764,0.08823529411764706,0.07352941176470588,0.1323529411764706,0.07352941176470588,0.16176470588235295
precentral-lh,0.10909090909090909,0.12727272727272726,0.14545454545454545,0.12727272727272726,0.10909090909090909,0.12727272727272726,0.10909090909090909,0.14545454545454545
rostralmiddlefrontal-lh,0.1111111111111111,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.1111111111111111,0.13333333333333333,0.1111111111111111,0.13333333333333333
rostralmiddlefrontal-rh,0.09836065573770492,0.16393442622950818,0.18032786885245902,0.09836065573770492,0.08196721311475409,0.14754098360655737,0.08196721311475409,0.14754098360655737
superiortemporal-lh,0.1111111111111111,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.1111111111111111,0.13333333333333333,0.1111111111111111,0.13333333333333333
superiortemporal-rh,0.10344827586206896,0.13793103448275862,0.20689655172413793,0.10344827586206896,0.08620689655172414,0.10344827586206896,0.08620689655172414,0.1724137931034483
