,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,parstriangularis-rh,precentral-lh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-lh,0.14534883720930233,0.0755813953488372,0.13372093023255813,0.14534883720930233,0.13372093023255813,0.13953488372093023,0.08139534883720931,0.14534883720930233
caudalmiddlefrontal-rh,0.05909090909090909,0.17727272727272728,0.10454545454545454,0.15,0.13636363636363635,0.10454545454545454,0.1590909090909091,0.10909090909090909
parstriangularis-rh,0.11210762331838565,0.1031390134529148,0.15695067264573992,0.13004484304932734,0.1210762331838565,0.14349775784753363,0.08520179372197309,0.14798206278026907
precentral-lh,0.09701492537313433,0.11567164179104478,0.10074626865671642,0.16417910447761194,0.14925373134328357,0.11567164179104478,0.13805970149253732,0.11940298507462686
rostralmiddlefrontal-lh,0.096,0.12,0.096,0.168,0.152,0.116,0.136,0.116
rostralmiddlefrontal-rh,0.10975609756097561,0.1016260162601626,0.13414634146341464,0.13821138211382114,0.13008130081300814,0.14634146341463414,0.09349593495934959,0.14634146341463414
superiortemporal-lh,0.07035175879396985,0.1457286432160804,0.07537688442211055,0.1658291457286432,0.1457286432160804,0.10050251256281408,0.19597989949748743,0.10050251256281408
superiortemporal-rh,0.10970464135021098,0.0970464135021097,0.13924050632911392,0.13924050632911392,0.1308016877637131,0.1350210970464135,0.0970464135021097,0.1518987341772152
