,caudalanteriorcingulate-lh,caudalanteriorcingulate-rh,frontalpole-lh,frontalpole-rh,medialorbitofrontal-rh,paracentral-lh,posteriorcingulate-lh,temporalpole-lh
caudalanteriorcingulate-lh,0.2908036454018227,0.17895608947804473,0.08450704225352113,0.033140016570008285,0.006628003314001657,0.14830157415078707,0.13587406793703397,0.12178956089478045
caudalanteriorcingulate-rh,0.15607401448109412,0.2670957361222848,0.07723250201126307,0.0925181013676589,0.006436041834271922,0.15285599356395815,0.10780370072405471,0.13998390989541432
frontalpole-lh,0.07839562443026436,0.0820419325432999,0.44758432087511396,0.12397447584320875,0.03190519598906107,0.08659981768459435,0.07019143117593436,0.07930720145852324
frontalpole-rh,0.02181500872600349,0.08638743455497382,0.1055846422338569,0.3472949389179756,0.08987783595113438,0.09424083769633508,0.09947643979057591,0.15532286212914484
medialorbitofrontal-rh,0.024054982817869417,0.01718213058419244,0.041237113402061855,0.14604810996563575,0.5481099656357389,0.006872852233676976,0.06529209621993128,0.15120274914089346
paracentral-lh,0.11824080749819754,0.1384282624369142,0.07281903388608507,0.09084354722422494,0.0014419610670511895,0.2624369142033165,0.19754866618601297,0.11824080749819754
posteriorcingulate-lh,0.11374045801526718,0.10687022900763359,0.06183206106870229,0.09312977099236641,0.025190839694656488,0.20305343511450383,0.29389312977099236,0.10229007633587786
temporalpole-lh,0.09260588657573582,0.12849964106245512,0.05599425699928212,0.13208901651112706,0.06317300789662599,0.12275664034458005,0.10193826274228285,0.30294328786791097
