,bankssts-lh,frontalpole-lh,frontalpole-rh,fusiform-rh,middletemporal-rh,parahippocampal-lh,parahippocampal-rh,temporalpole-rh
bankssts-lh,0.75,0.0,0.0,0.0,0.0,0.25,0.0,0.0
frontalpole-lh,0.0,0.8125,0.0,0.0,0.0,0.041666666666666664,0.14583333333333334,0.0
frontalpole-rh,0.0,0.0,0.35714285714285715,0.1875,0.22321428571428573,0.0,0.0,0.23214285714285715
fusiform-rh,0.0,0.0,0.16666666666666666,0.3137254901960784,0.23529411764705882,0.0,0.029411764705882353,0.2549019607843137
middletemporal-rh,0.0,0.0,0.1896551724137931,0.25,0.27586206896551724,0.0,0.0,0.28448275862068967
parahippocampal-lh,0.22448979591836735,0.02040816326530612,0.0,0.0,0.0,0.7551020408163265,0.0,0.0
parahippocampal-rh,0.0,0.1794871794871795,0.02564102564102564,0.0,0.0,0.0,0.7948717948717948,0.0
temporalpole-rh,0.0,0.0,0.18333333333333332,0.2833333333333333,0.25,0.0,0.0,0.2833333333333333
