,inferiorparietal-rh,postcentral-rh,superiorfrontal-lh,superiorfrontal-rh,superiorparietal-lh,superiorparietal-rh,supramarginal-lh,supramarginal-rh
inferiorparietal-rh,0.1532258064516129,0.13306451612903225,0.10080645161290322,0.06854838709677419,0.12096774193548387,0.15725806451612903,0.125,0.14112903225806453
postcentral-rh,0.14163090128755365,0.13733905579399142,0.1072961373390558,0.07296137339055794,0.12875536480686695,0.14163090128755365,0.13304721030042918,0.13733905579399142
superiorfrontal-lh,0.13089005235602094,0.13089005235602094,0.1256544502617801,0.08900523560209424,0.13089005235602094,0.13089005235602094,0.13089005235602094,0.13089005235602094
superiorfrontal-rh,0.1259259259259259,0.1259259259259259,0.1259259259259259,0.11851851851851852,0.1259259259259259,0.1259259259259259,0.1259259259259259,0.1259259259259259
superiorparietal-lh,0.13574660633484162,0.13574660633484162,0.11312217194570136,0.07692307692307693,0.13122171945701358,0.13574660633484162,0.13574660633484162,0.13574660633484162
superiorparietal-rh,0.1553784860557769,0.13147410358565736,0.099601593625498,0.06772908366533864,0.11952191235059761,0.16334661354581673,0.12350597609561753,0.1394422310756972
supramarginal-lh,0.13901345291479822,0.13452914798206278,0.11210762331838565,0.07623318385650224,0.13004484304932734,0.13901345291479822,0.13452914798206278,0.13452914798206278
supramarginal-rh,0.13671875,0.12890625,0.09765625,0.06640625,0.1171875,0.13671875,0.12109375,0.1953125
