,Fp1,T8,F4,F8,Fp2,AF7,P1,PO8
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.625,0.0,0.0,0.34375,0.03125
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.4782608695652174,0.0,0.5217391304347826
P1,0.0,0.0,0.0,0.5217391304347826,0.0,0.0,0.4782608695652174,0.0
PO8,0.0,0.0,0.0,0.0,0.0,0.27906976744186046,0.0,0.7209302325581395
