,frontalpole-rh,isthmuscingulate-lh,isthmuscingulate-rh,lingual-lh,middletemporal-rh,parahippocampal-lh,parahippocampal-rh,pericalcarine-lh
frontalpole-rh,0.8333333333333334,0.0,0.0,0.07142857142857142,0.0,0.09523809523809523,0.0,0.0
isthmuscingulate-lh,0.0,0.6825396825396826,0.0,0.30158730158730157,0.0,0.015873015873015872,0.0,0.0
isthmuscingulate-rh,0.0,0.013513513513513514,0.47297297297297297,0.12162162162162163,0.0,0.0,0.17567567567567569,0.21621621621621623
lingual-lh,0.0958904109589041,0.2602739726027397,0.0684931506849315,0.547945205479452,0.0,0.0,0.0273972602739726,0.0
middletemporal-rh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
parahippocampal-lh,0.027777777777777776,0.08333333333333333,0.0,0.0,0.0,0.8888888888888888,0.0,0.0
parahippocampal-rh,0.0,0.0,0.22641509433962265,0.07547169811320754,0.0,0.0,0.6981132075471698,0.0
pericalcarine-lh,0.0,0.0,0.43137254901960786,0.0,0.0,0.0,0.0392156862745098,0.5294117647058824
