,frontalpole-lh,frontalpole-rh,lateralorbitofrontal-lh,medialorbitofrontal-lh,parsorbitalis-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,rostralmiddlefrontal-lh
frontalpole-lh,0.2569444444444444,0.0763888888888889,0.1527777777777778,0.14583333333333334,0.04861111111111111,0.1875,0.020833333333333332,0.1111111111111111
frontalpole-rh,0.08955223880597014,0.3805970149253731,0.11940298507462686,0.13432835820895522,0.0,0.13432835820895522,0.08208955223880597,0.05970149253731343
lateralorbitofrontal-lh,0.19230769230769232,0.07692307692307693,0.2948717948717949,0.10256410256410256,0.11538461538461539,0.14743589743589744,0.03205128205128205,0.038461538461538464
medialorbitofrontal-lh,0.12,0.13714285714285715,0.09142857142857143,0.28,0.022857142857142857,0.22857142857142856,0.0,0.12
parsorbitalis-lh,0.12087912087912088,0.0,0.21978021978021978,0.08791208791208792,0.3076923076923077,0.10989010989010989,0.08791208791208792,0.06593406593406594
rostralanteriorcingulate-lh,0.14507772020725387,0.10362694300518134,0.11398963730569948,0.22797927461139897,0.031088082901554404,0.26424870466321243,0.0,0.11398963730569948
rostralanteriorcingulate-rh,0.0,0.078125,0.140625,0.0,0.21875,0.0,0.5625,0.0
rostralmiddlefrontal-lh,0.13043478260869565,0.15217391304347827,0.021739130434782608,0.18478260869565216,0.021739130434782608,0.17391304347826086,0.010869565217391304,0.30434782608695654
